date,open,high,low,close,volume,amount
2020-01-02,4152.24,4152.24,4152.24,4152.24,0,0
2020-01-03,4152.24,4144.964,4144.964,4144.964,0,0
2020-01-06,4144.964,4129.295,4129.295,4129.295,0,0
2020-01-07,4129.295,4160.227,4160.227,4160.227,0,0
2020-01-08,4160.227,4112.317,4112.317,4112.317,0,0
2020-01-09,4112.317,4164.369,4164.369,4164.369,0,0
2020-01-10,4164.369,4163.184,4163.184,4163.184,0,0
2020-01-13,4163.184,4203.988,4203.988,4203.988,0,0
2020-01-14,4203.988,4189.886,4189.886,4189.886,0,0
2020-01-15,4189.886,4166.734,4166.734,4166.734,0,0
2020-01-16,4166.734,4149.043,4149.043,4149.043,0,0
2020-01-17,4149.043,4154.853,4154.853,4154.853,0,0
2020-01-20,4154.853,4185.83,4185.83,4185.83,0,0
2020-01-21,4185.83,4114.308,4114.308,4114.308,0,0
2020-01-22,4114.308,4131.931,4131.931,4131.931,0,0
2020-01-23,4131.931,4003.901,4003.901,4003.901,0,0
2020-02-03,4003.901,3688.357,3688.357,3688.357,0,0
2020-02-04,3688.357,3785.637,3785.637,3785.637,0,0
2020-02-05,3785.637,3828.527,3828.527,3828.527,0,0
2020-02-06,3828.527,3899.775,3899.775,3899.775,0,0
2020-02-07,3899.775,3899.869,3899.869,3899.869,0,0
2020-02-10,3899.869,3916.005,3916.005,3916.005,0,0
2020-02-11,3916.005,3952.464,3952.464,3952.464,0,0
2020-02-12,3952.464,3984.432,3984.432,3984.432,0,0
2020-02-13,3984.432,3959.918,3959.918,3959.918,0,0
2020-02-14,3959.918,3987.734,3987.734,3987.734,0,0
2020-02-17,3987.734,4077.424,4077.424,4077.424,0,0
2020-02-18,4077.424,4057.51,4057.51,4057.51,0,0
2020-02-19,4057.51,4051.31,4051.31,4051.31,0,0
2020-02-20,4051.31,4144.656,4144.656,4144.656,0,0
2020-02-21,4144.656,4149.49,4149.49,4149.49,0,0
2020-02-24,4149.49,4132.838,4132.838,4132.838,0,0
2020-02-25,4132.838,4123.854,4123.854,4123.854,0,0
2020-02-26,4123.854,4073.015,4073.015,4073.015,0,0
2020-02-27,4073.015,4084.875,4084.875,4084.875,0,0
2020-02-28,4084.875,3940.048,3940.048,3940.048,0,0
2020-03-02,3940.048,4069.666,4069.666,4069.666,0,0
2020-03-03,4069.666,4091.361,4091.361,4091.361,0,0
2020-03-04,4091.361,4115.052,4115.052,4115.052,0,0
2020-03-05,4115.052,4206.725,4206.725,4206.725,0,0
2020-03-06,4206.725,4138.507,4138.507,4138.507,0,0
2020-03-09,4138.507,3997.1325,3997.1325,3997.1325,0,0
2020-03-10,3997.1325,4082.7315,4082.7315,4082.7315,0,0
2020-03-11,4082.7315,4028.4289,4028.4289,4028.4289,0,0
2020-03-12,4028.4289,3950.9111,3950.9111,3950.9111,0,0
2020-03-13,3950.9111,3895.3128,3895.3128,3895.3128,0,0
2020-03-16,3895.3128,3727.8398,3727.8398,3727.8398,0,0
2020-03-17,3727.8398,3709.6822,3709.6822,3709.6822,0,0
2020-03-18,3709.6822,3636.2565,3636.2565,3636.2565,0,0
2020-03-19,3636.2565,3589.0926,3589.0926,3589.0926,0,0
2020-03-20,3589.0926,3653.2239,3653.2239,3653.2239,0,0
2020-03-23,3653.2239,3530.3058,3530.3058,3530.3058,0,0
2020-03-24,3530.3058,3625.1146,3625.1146,3625.1146,0,0
2020-03-25,3625.1146,3722.5181,3722.5181,3722.5181,0,0
2020-03-26,3722.5181,3698.0472,3698.0472,3698.0472,0,0
2020-03-27,3698.0472,3710.0605,3710.0605,3710.0605,0,0
2020-03-30,3710.0605,3674.1108,3674.1108,3674.1108,0,0
2020-03-31,3674.1108,3686.1551,3686.1551,3686.1551,0,0
2020-04-01,3686.1551,3675.0758,3675.0758,3675.0758,0,0
2020-04-02,3675.0758,3734.5306,3734.5306,3734.5306,0,0
2020-04-03,3734.5306,3713.2183,3713.2183,3713.2183,0,0
2020-04-07,3713.2183,3798.0214,3798.0214,3798.0214,0,0
2020-04-08,3798.0214,3780.3445,3780.3445,3780.3445,0,0
2020-04-09,3780.3445,3792.8105,3792.8105,3792.8105,0,0
2020-04-10,3792.8105,3769.1782,3769.1782,3769.1782,0,0
2020-04-13,3769.1782,3753.2566,3753.2566,3753.2566,0,0
2020-04-14,3753.2566,3825.6991,3825.6991,3825.6991,0,0
2020-04-15,3825.6991,3797.3623,3797.3623,3797.3623,0,0
2020-04-16,3797.3623,3802.3806,3802.3806,3802.3806,0,0
2020-04-17,3802.3806,3839.4871,3839.4871,3839.4871,0,0
2020-04-20,3839.4871,3853.4551,3853.4551,3853.4551,0,0
2020-04-21,3853.4551,3808.0474,3808.0474,3808.0474,0,0
2020-04-22,3808.0474,3839.3834,3839.3834,3839.3834,0,0
2020-04-23,3839.3834,3829.7525,3829.7525,3829.7525,0,0
2020-04-24,3829.7525,3796.9721,3796.9721,3796.9721,0,0
2020-04-27,3796.9721,3822.769,3822.769,3822.769,0,0
2020-04-28,3822.769,3849.1465,3849.1465,3849.1465,0,0
2020-04-29,3849.1465,3867.032,3867.032,3867.032,0,0
2020-04-30,3867.032,3912.5772,3912.5772,3912.5772,0,0
