日期,开盘,最高,最低,收盘,成交量,成交额,return,is_extreme
2020-01-02,4.37042316,4.38533928,4.35550704,4.37788122,72808500,427014028.0,,False
2020-01-03,4.37788122,4.46737794,4.37042316,4.4375457,119856782,712671271.0,0.013536585717533321,False
2020-01-06,4.49721018,4.68366168,4.48975212,4.64637138,301646128,1859195864.0,0.04598511324182322,False
2020-01-07,4.60162302,4.60162302,4.52704242,4.55687466,152681755,931508895.0,-0.019449559615857787,False
2020-01-08,4.66874556,4.6985778,4.5867069,4.64637138,215451333,1337592338.0,0.019449559615857665,False
2020-01-09,4.50466824,4.53450048,4.474836,4.51958436,159983683,966146262.0,-0.027666532718138712,False
2020-01-10,4.50466824,4.50466824,4.44500376,4.46737794,92130621,551691385.0,-0.011618387953864964,False
2020-01-13,4.46737794,4.46737794,4.42262958,4.45246182,55118392,327829650.0,-0.00334448472284736,False
2020-01-14,4.4375457,4.45991988,4.43008764,4.4375457,44480419,265271834.0,-0.0033557078469721928,False
2020-01-15,4.4375457,4.45246182,4.37042316,4.37788122,72014546,424495017.0,-0.013536585717533375,False
2020-01-16,4.38533928,4.39279734,4.33313286,4.34804898,57860992,337630232.0,-0.006837633477604075,False
2020-01-17,4.35550704,4.37788122,4.34804898,4.35550704,36667641,214376983.0,0.0017137964777348199,False
2020-01-20,4.3629651,4.37042316,4.33313286,4.3629651,53408389,311510573.0,0.0017108644036293876,False
2020-01-21,4.3629651,4.3629651,4.31075868,4.31821674,56028546,324824586.0,-0.010309369658861213,False
2020-01-22,4.29584256,4.30330062,4.25855226,4.28092644,66239738,379676573.0,-0.008673081253428893,False
2020-01-23,4.2510942,4.26601032,4.19142972,4.20634584,81444447,460859100.0,-0.017575144821507488,False
2020-02-03,3.83344284,3.94531374,3.78869448,3.82598478,227093729,1167352624.0,-0.09477840632728929,False
2020-02-04,3.78123642,3.87073314,3.77377836,3.85581702,106459420,547645930.0,0.007767029337659596,False
2020-02-05,3.85581702,3.93039762,3.82598478,3.88564926,102318674,532964335.0,0.0077071672449377385,False
2020-02-06,3.9154815,3.94531374,3.88564926,3.93039762,86647363,455310305.0,0.011450506787995285,False
2020-02-07,3.90802344,3.93785568,3.88564926,3.93785568,61128263,319828128.0,0.0018957351648991973,False
2020-02-10,3.90802344,3.94531374,3.89310732,3.93785568,56130919,295251828.0,0.0,False
2020-02-11,3.93039762,3.98260404,3.92293956,3.9527718,71171722,377281439.0,0.003780722839905931,False
2020-02-12,3.94531374,3.96768792,3.93785568,3.96022986,54500038,288657741.0,0.0018850146957714257,False
2020-02-13,3.97514598,3.9900621,3.93785568,3.93785568,53568587,284224188.0,-0.005665737535677308,False
2020-02-14,3.92293956,3.9527718,3.9154815,3.93785568,47917020,252872541.0,0.0,False
2020-02-17,3.94531374,4.01243628,3.93039762,4.01243628,84392095,450155266.0,0.018762276455523034,False
2020-02-18,4.01243628,4.01243628,3.97514598,3.9900621,74201915,396980717.0,-0.0055918132657779415,False
2020-02-19,3.9900621,3.99752016,3.96768792,3.97514598,74189083,395688944.0,-0.0037453227301619415,False
2020-02-20,3.9900621,4.01243628,3.96768792,4.01243628,105637160,564952420.0,0.009337135995939917,False
2020-02-21,3.9900621,4.01243628,3.98260404,4.00497822,113816298,609926963.0,-0.0018604656529197896,False
2020-02-24,3.98260404,3.98260404,3.93039762,3.93785568,138156164,731039952.0,-0.01690181080260314,False
2020-02-25,3.8781912,3.89310732,3.8409009,3.87073314,150412876,779444089.0,-0.017192400540372875,False
2020-02-26,3.8409009,3.90802344,3.81852672,3.89310732,160220097,833178213.0,0.005763704716750134,False
2020-02-27,3.8781912,3.88564926,3.84835896,3.85581702,136252257,705610730.0,-0.009624713374209557,False
2020-02-28,3.81106866,3.83344284,3.77377836,3.78123642,209149489,1064602676.0,-0.019531870917245956,False
2020-03-02,3.81106866,3.86327508,3.8036106,3.85581702,139114686,716386394.0,0.019531870917246067,False
2020-03-03,3.90056538,3.90802344,3.85581702,3.87073314,125035559,650013359.0,0.0038610086574595933,False
2020-03-04,3.86327508,3.87073314,3.8409009,3.86327508,89700352,463382133.0,-0.0019286409064054857,False
2020-03-05,3.8781912,3.9154815,3.86327508,3.9154815,153980518,803908182.0,0.01342302033214055,False
2020-03-06,3.8781912,3.89310732,3.85581702,3.8781912,109633592,569531778.0,-0.009569451016150672,False
2020-03-09,3.77377836,3.90802344,3.74394612,3.8409009,226621865,1158158211.0,-0.009661910911736859,False
2020-03-10,3.8036106,3.84835896,3.77377836,3.8409009,135358732,691745637.0,0.0,False
2020-03-11,3.8409009,3.85581702,3.81106866,3.81852672,85888083,441412574.0,-0.005842275624228291,False
2020-03-12,3.78869448,3.81106866,3.77377836,3.78123642,94317442,478813020.0,-0.009813621448324622,False
2020-03-13,3.72903,3.78869448,3.66936552,3.75886224,134749475,672317405.0,-0.005934735519814578,False
2020-03-16,3.7663203,3.82598478,3.74394612,3.75140418,117961612,598050173.0,-0.001986097971629403,False
2020-03-17,3.73648806,3.77377836,3.6917397,3.73648806,95482098,476788845.0,-0.003984069014874459,False
2020-03-18,3.73648806,3.75140418,3.6917397,3.6917397,86839957,433599986.0,-0.012048338516174593,False
2020-03-19,3.68428164,3.69919776,3.6171591,3.63953328,130684222,640038705.0,-0.014242356715542992,False
2020-03-20,3.66936552,3.68428164,3.63207522,3.66190746,103204371,505579453.0,0.006128721941373326,False
2020-03-23,3.60970104,3.6171591,3.5798688,3.58732686,106705582,514036501.0,-0.020576857688759387,False
2020-03-24,3.60970104,3.63207522,3.5798688,3.60970104,105155949,508054052.0,0.006217636610870582,False
2020-03-25,3.63207522,3.64699134,3.60970104,3.62461716,151650210,736600655.0,0.004123717183862156,False
2020-03-26,3.6171591,3.6171591,3.56495268,3.57241074,155892679,749711077.0,-0.01450802648957852,False
2020-03-27,3.5798688,3.58732686,3.52766238,3.53512044,209053431,994193940.0,-0.010493275715838768,False
2020-03-30,3.49783014,3.49783014,3.43816566,3.44562372,146020918,676286264.0,-0.02564243061333767,False
2020-03-31,3.46053984,3.4679979,3.4307076,3.44562372,183554957,847471212.0,0.0,False
2020-04-01,3.43816566,3.44562372,3.38595924,3.3934173,186412968,852263979.0,-0.01526747213078842,False
2020-04-02,3.37104312,3.53512044,3.34866894,3.51274626,412537472,1904937548.0,0.03456067506546743,False
2020-04-03,3.52766238,3.52766238,3.43816566,3.45308178,279856000,1305158248.0,-0.01713103993018367,False
2020-04-07,3.49037208,3.5052882,3.4679979,3.48291402,249824945,1166377663.0,0.008602203582663068,False
2020-04-08,3.46053984,3.47545596,3.43816566,3.46053984,193838632,898071054.0,-0.006444705442641984,False
2020-04-09,3.48291402,3.49037208,3.45308178,3.4679979,132237118,614778722.0,0.0021528533611010927,False
2020-04-10,3.4679979,3.4679979,3.41579148,3.4307076,164753045,759242618.0,-0.010810916104215617,False
2020-04-13,3.44562372,3.46053984,3.41579148,3.41579148,113647632,523325758.0,-0.00435730536895559,False
2020-04-14,3.42324954,3.4307076,3.40087536,3.42324954,128355795,587443923.0,0.002181025946360146,False
2020-04-15,3.40833342,3.40833342,3.3934173,3.3934173,112297162,512079194.0,-0.008752791109594744,False
2020-04-16,3.37850118,3.38595924,3.36358506,3.37850118,116651794,528045717.0,-0.0044052934679162685,False
2020-04-17,3.38595924,3.41579148,3.38595924,3.3934173,124297105,566497469.0,0.004405293467916197,False
2020-04-20,3.37850118,3.40833342,3.36358506,3.3934173,102497802,465492414.0,0.0,False
2020-04-21,3.37104312,3.37850118,3.356127,3.36358506,109960957,496455835.0,-0.008830079448272037,False
2020-04-22,3.33375282,3.33375282,3.30392058,3.32629476,136997191,609949468.0,-0.0111483874826143,False
2020-04-23,3.34121088,3.42324954,3.33375282,3.3934173,185032553,840846860.0,0.019978466930886295,False
2020-04-24,3.3934173,3.40087536,3.34121088,3.34121088,106711101,481471383.0,-0.015504186535965199,False
2020-04-27,3.33375282,3.356127,3.3188367,3.3188367,75706314,338545181.0,-0.006718950248745093,False
2020-04-28,3.31137864,3.3188367,3.22933998,3.25171416,128594575,563227949.0,-0.020432038817205855,False
2020-04-29,3.25917222,3.28900446,3.25917222,3.26663028,60415182,265211726.0,0.0045766670274118935,False
2020-04-30,3.26663028,3.32629476,3.25917222,3.31137864,85973295,380815016.0,0.013605652055778678,False
2020-05-06,3.31137864,3.34866894,3.29646252,3.33375282,88177097,393435663.0,0.0067340321813441194,False
2020-05-07,3.33375282,3.34121088,3.31137864,3.3188367,61056105,272009347.0,-0.004484312447328687,False
2020-05-08,3.33375282,3.34121088,3.32629476,3.33375282,55870408,249644424.0,0.004484312447328586,False
2020-05-11,3.34121088,3.34866894,3.32629476,3.33375282,55730677,249246081.0,0.0,False
2020-05-12,3.33375282,3.33375282,3.29646252,3.30392058,52202891,231767535.0,-0.008988824568433107,False
2020-05-13,3.30392058,3.30392058,3.2815464,3.30392058,44111721,194804140.0,0.0,False
2020-05-14,3.29646252,3.29646252,3.2815464,3.2815464,43927251,193437307.0,-0.006795043132828913,False
2020-05-15,3.29646252,3.30392058,3.28900446,3.29646252,41088010,181603761.0,0.004535155165391363,False
2020-05-18,3.3188367,3.32629476,3.30392058,3.31137864,61974604,275266869.0,0.004514680354526613,False
2020-05-19,3.34121088,3.36358506,3.32629476,3.32629476,89322364,400332924.0,0.004494389587839267,False
2020-05-20,3.32629476,3.32629476,3.29646252,3.30392058,59975700,266014278.0,-0.0067491819749284495,False
