日期,开盘,最高,最低,收盘,成交量,成交额,return,is_extreme
2020-01-02,26.7903512,27.4437744,26.55348529,26.59432424,101213040,3342373870.6,,False
2020-01-03,26.71684109,26.79851899,25.95723662,26.17776695,80553629,2584309903.29,-0.015787357767660458,False
2020-01-06,25.93273325,25.94090104,25.52434375,25.73670629,87684058,2761448649.61,-0.016992227597495697,False
2020-01-07,25.81838419,26.07975347,25.60602165,25.94090104,57793343,1827510871.94,0.007902680609751788,False
2020-01-08,25.5651827,25.94906883,25.36098795,25.87555872,52999684,1667143803.08,-0.002522069432709835,False
2020-01-09,26.25944485,26.52898192,26.01441115,26.3002838,78373446,2519927706.82,0.016280885604137537,False
2020-01-10,26.136928,26.31661938,25.60602165,25.69586734,55744373,1762516212.1,-0.023249554920230866,False
2020-01-13,25.6468606,25.95723662,25.53251154,25.87555872,62074912,1957169612.15,0.0069686693160934355,False
2020-01-14,25.76937745,25.96540441,25.62235723,25.63869281,41971228,1322400772.1,-0.00919619609236296,False
2020-01-15,25.5651827,25.72037071,24.87908834,24.90359171,67294431,2071443624.89,-0.02909060985369873,False
2020-01-16,25.00977298,25.26297447,24.8300816,24.93626287,58139589,1779302393.93,0.0013110457466229517,False
2020-01-17,25.00977298,25.19763215,24.76473928,24.87908834,47221927,1442665863.08,-0.0022954592797707397,False
2020-01-20,24.9117595,24.91992729,24.11131608,24.39718873,91563767,2730988423.02,-0.01955971523899726,False
2020-01-21,24.14398724,24.38902094,23.70292658,23.85811459,81796927,2399809082.59,-0.022343515828368868,False
2020-01-22,23.8499468,24.78107486,23.83361122,24.59321569,93771024,2796437180.95,0.030346226093992842,False
2020-01-23,24.2583363,24.32367862,23.42522172,23.67025542,98694879,2884502300.28,-0.038251405601106195,False
2020-02-03,21.30976411,22.47775808,21.30159632,21.75082477,153086547,4119846241.35,-0.08456753706669534,False
2020-02-04,21.9713551,22.76363073,21.9713551,22.55943598,103628313,2838999600.3,0.036501748155305165,False
2020-02-05,22.46959029,22.85347642,22.23272438,22.57577156,80068551,2213431074.59,0.0007238509183230779,False
2020-02-06,22.66561725,22.96782548,22.39608018,22.7881341,87186933,2412853830.13,0.009362689927850863,False
2020-02-07,22.45325471,22.5431004,22.22455659,22.4614225,71378548,1956685390.11,-0.01444068415479436,False
2020-02-10,22.25722775,23.58857752,22.15104648,23.41705393,91123804,2575641111.92,0.04166527522275297,False
2020-02-11,23.31904045,24.11948387,23.31904045,23.75193332,68535405,2004428742.47,0.014199372770040146,False
2020-02-12,23.67842321,23.9316247,23.56407415,23.75193332,41758679,1213044773.8,0.0,False
2020-02-13,24.07864492,25.11595425,24.06230934,24.46253105,89569809,2704306520.96,0.02947867189613975,False
2020-02-14,24.50337,25.1567932,24.47886663,25.1567932,119770317,3648835020.15,0.027985365418070535,False
2020-02-17,25.27114226,25.27931005,24.43802768,24.84641718,102213900,3098649744.01,-0.012414403148381964,False
2020-02-18,24.51153779,24.54420895,24.11131608,24.2583363,78595188,2334626806.99,-0.023953241022492872,False
2020-02-19,24.27467188,24.5850479,24.13581945,24.21749735,60820721,1812951829.54,-0.0016849203649195231,False
2020-02-20,24.10314829,24.39718873,23.91528912,24.38085315,80199628,2370776285.63,0.0067227143948767375,False
2020-02-21,24.3400142,24.3400142,23.686591,23.89078575,105920154,3098548224.91,-0.020305266160745683,False
2020-02-24,23.7682689,23.80910785,23.21285918,23.6049131,94999558,2730214174.24,-0.01203797855947898,False
2020-02-25,23.53957078,24.21749735,23.5232352,23.95612807,105297000,3080948536.91,0.014769287870973088,False
2020-02-26,23.56407415,25.28747784,23.3598794,24.59321569,165445671,5002513795.44,0.02624645950428293,False
2020-02-27,24.69122917,24.71573254,23.99696702,24.23383293,92275882,2745257988.29,-0.014720908190912142,False
2020-02-28,23.89078575,24.9934374,23.83361122,24.16849061,110129976,3303591400.5,-0.002699967890612131,False
2020-03-02,24.4216921,25.83471977,24.4216921,25.42633027,137574700,4275882349.82,0.050735518041398676,False
2020-03-03,25.73670629,25.83471977,24.85458497,25.4018269,94283195,2913732843.5,-0.000964165268328418,False
2020-03-04,25.54884712,26.50447855,25.10778646,26.34929054,112979624,3595379313.28,0.03662025351187429,False
2020-03-05,25.95723662,26.7086733,25.8102164,26.3819617,92417006,2966839995.1,0.0012391575315482749,False
2020-03-06,25.98173999,26.12876021,25.31198121,25.42633027,67952896,2124469847.02,-0.0368952457750941,False
2020-03-09,24.9934374,25.42633027,24.51153779,24.95259845,84361344,2579914142.16,-0.018807298835912555,False
2020-03-10,24.9934374,25.78571303,24.6667258,25.1567932,76599364,2358611141.04,0.008150004361924408,False
2020-03-11,25.18129657,25.320149,24.79741044,24.81374602,56331860,1728508587.34,-0.013730192811901907,False
2020-03-12,24.51153779,25.01794077,24.1766584,24.46253105,59349428,1776382654.98,-0.014255172606168437,False
2020-03-13,23.2782015,24.3400142,23.0331678,24.05414155,73253061,2122142606.1,-0.016835414463862573,False
2020-03-16,24.06230934,24.06230934,23.10667791,23.31087266,64661459,1868241398.21,-0.03138729804890536,False
2020-03-17,23.31904045,23.57224194,22.2980667,22.95965769,71078617,1994660447.99,-0.015181227130249842,False
2020-03-18,22.3797446,22.57577156,21.24442179,21.4812877,192869685,5201139414.37,-0.06655644573472168,False
2020-03-19,21.0728982,21.17907947,19.74971622,20.60733417,151007905,3777799190.54,-0.04153517653075238,False
2020-03-20,20.8278645,21.18724726,20.46848174,21.0728982,97529053,2492385260.14,0.02234072927460525,False
2020-03-23,20.28879036,20.48481732,19.92123981,20.05192445,70378195,1736521156.54,-0.04966263768704213,False
2020-03-24,20.48481732,20.55015964,19.89673644,20.3377971,93404765,2315905317.75,0.01415594923013224,False
2020-03-25,20.70534765,21.7263214,20.70534765,21.6446435,149760554,3885764289.71,0.06227692952151472,False
2020-03-26,21.41594538,21.65281129,21.236254,21.3996098,57625364,1513738535.87,-0.011385322225125352,False
2020-03-27,21.82433488,22.18371764,21.57930118,21.70181803,83489353,2235263795.64,0.014023349004670942,False
2020-03-30,21.3179319,21.83250267,21.236254,21.26892516,85001808,2238199381.57,-0.020148942431353595,False
2020-03-31,21.52212665,21.57930118,20.8278645,20.95038135,60704410,1568993380.24,-0.015090245723589859,False
2020-04-01,21.60380455,22.02036184,21.44044875,21.75082477,107433164,2866233201.3,0.037494828209062345,False
2020-04-02,21.6446435,22.00402626,21.52212665,21.95501952,66309738,1768779862.39,0.009344115829107926,False
2020-04-03,21.84883825,22.20005322,21.7263214,21.86517383,56945280,1531608324.69,-0.004100658122687723,False
2020-04-07,22.33073786,22.39608018,21.8896772,22.11020753,67154006,1817212749.98,0.01114424609394874,False
2020-04-08,21.9713551,22.25722775,21.84883825,22.02036184,41251395,1113086185.78,-0.0040718175821035625,False
2020-04-09,22.1347109,22.18371764,21.7263214,21.79983151,38726254,1036553091.7,-0.010065322627673458,False
2020-04-10,21.92234836,22.33073786,21.71815361,21.95501952,62460322,1685555121.39,0.007093552238516036,False
2020-04-13,21.84067046,22.15921427,21.73448919,22.08570416,43264902,1167461398.91,0.0059347355198145265,False
2020-04-14,22.1347109,22.66561725,22.06936858,22.33890565,64241868,1759852283.69,0.011399277693226914,False
2020-04-15,22.2163888,22.24089217,21.68548245,21.8079993,70359257,1885375493.2,-0.024052963461786415,False
2020-04-16,21.66097908,21.85700604,21.5629656,21.70998582,50238931,1333654607.59,-0.004504512121104541,False
2020-04-17,21.87334162,22.07753637,21.68548245,21.82433488,83813322,2246148609.44,0.005253295383345628,False
2020-04-20,21.87334162,21.89784499,21.27709295,21.70998582,85012343,2239047179.75,-0.00525329538334565,False
2020-04-21,21.52212665,21.67731466,21.03205925,21.25258958,79072744,2057574273.25,-0.021293580200740073,False
2020-04-22,21.08923378,21.36693864,20.95854914,21.34243527,52540708,1362087684.51,0.004218606448161832,False
2020-04-23,21.39144201,21.44044875,21.1545761,21.236254,45051946,1171993133.68,-0.004987541511039051,False
2020-04-24,21.19541505,21.20358284,20.85236787,20.97488472,49794003,1279394254.29,-0.012384059199721666,False
2020-04-27,20.99938809,21.37510643,20.87687124,21.13824052,71075344,1840628651.9,0.007757990810939557,False
2020-04-28,21.35877085,21.6446435,21.04839483,21.55479781,77942703,2043120536.45,0.01951468088253299,False
2020-04-29,21.5629656,22.03669742,21.44861654,21.93868394,80168834,2143185644.26,0.017653040579858836,False
2020-04-30,21.9713551,22.17554985,21.8079993,21.8896772,69687813,1875880774.61,-0.002236303578280461,False
